2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,OVERHEAD,Expense:OVERHEAD,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,0
2008,General Funds,General,General Funds:General,Administration and Finance,HEALTH SERVICE SYSTEM,Administration and Finance:HEALTH SERVICE SYSTEM,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,0
2008,General Funds,General,General Funds:General,Human Welfare,DEPARTMENT OF THE STATUS OF WOMEN,Human Welfare:DEPARTMENT OF THE STATUS OF WOMEN,Revenue,OPERATING TRANSFERS IN,Revenue:OPERATING TRANSFERS IN,0
2008,Trust Funds,Trust,Trust Funds:Trust,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Expense,ALLOCATED CHARGES,Expense:ALLOCATED CHARGES,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WASTEWATER ENTERPRISE,Public Works:WASTEWATER ENTERPRISE,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,0
2008,General Funds,General,General Funds:General,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,0
2008,General Funds,General,General Funds:General,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,0
2008,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2008,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2008,Trust Funds,Trust,Trust Funds:Trust,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,OVERHEAD,Expense:OVERHEAD,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,0
2008,General Funds,General,General Funds:General,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Expense,OVERHEAD,Expense:OVERHEAD,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,0
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MUNICIPAL TRANSPORTATION AGENCY,Public Works:MUNICIPAL TRANSPORTATION AGENCY,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,0
2008,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,SALARIES,Expense:SALARIES,0
2008,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,HETCH HETCHY,Public Works:HETCH HETCHY,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2008,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN; YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN; YOUTH & THEIR FAMILIES,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,0
2008,General Funds,General,General Funds:General,Administration and Finance,CITY ATTORNEY,Administration and Finance:CITY ATTORNEY,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,2851859
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Community Health,PUBLIC HEALTH,Community Health:PUBLIC HEALTH,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,43992379
2009,General Funds,General,General Funds:General,Administration and Finance,CONTROLLER,Administration and Finance:CONTROLLER,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,2070901
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1041067
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,266492
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1054489
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,8467396
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,2550000
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,50593894
2009,Capital Project Funds,Capital Project,Capital Project Funds:Capital Project,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,PROJECT CARRYFORWARD BUDGETS ONLY,Expense:PROJECT CARRYFORWARD BUDGETS ONLY,-105739
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,1043402
2009,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,16163911
2009,General Funds,General,General Funds:General,Administration and Finance,RETIREMENT SYSTEM,Administration and Finance:RETIREMENT SYSTEM,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,43818
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,50777
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Revenue,LICENSES; PERMITS & FRANCHISES,Revenue:LICENSES; PERMITS & FRANCHISES,1480515
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,24156597
2009,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Revenue,OTHER REVENUES,Revenue:OTHER REVENUES,104532
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,11410795
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,8134928
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ASIAN ART MUSEUM,Culture and Recreation:ASIAN ART MUSEUM,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,108722
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,970884
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PORT,Public Works:PORT,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,3727500
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,3150940
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,15100969
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,366436
2009,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,37242287
2009,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Expense,CITY GRANT PROGRAMS,Expense:CITY GRANT PROGRAMS,3212056
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,GENERAL SERVICES AGENCY - CITY ADMIN,Administration and Finance:GENERAL SERVICES AGENCY - CITY ADMIN,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,47938862
2009,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,4812398
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,SHERIFF,Public Protection:SHERIFF,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,715001
2009,General Funds,General,General Funds:General,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,FINES; FORFEITURES & PENALTIES,Revenue:FINES; FORFEITURES & PENALTIES,115000
2009,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,PROGRAMMATIC PROJECTS,Expense:PROGRAMMATIC PROJECTS,200000
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Protection,POLICE,Public Protection:POLICE,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,9584371
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,PUBLIC LIBRARY,Culture and Recreation:PUBLIC LIBRARY,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,357435
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-PARKING AND TRAFFIC COMMISSION,Public Works:MTA-PARKING AND TRAFFIC COMMISSION,Expense,NON PERSONNEL SERVICES,Expense:NON PERSONNEL SERVICES,21757801
2009,General Funds,General,General Funds:General,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,3214052
2009,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Revenue,OTHER FINANCING SOURCES,Revenue:OTHER FINANCING SOURCES,1725000
2009,General Funds,General,General Funds:General,Administration and Finance,GENERAL CITY RESPONSIBILITY,Administration and Finance:GENERAL CITY RESPONSIBILITY,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,498723280
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Expense,SALARIES,Expense:SALARIES,148934
2009,General Funds,General,General Funds:General,Public Protection,SHERIFF,Public Protection:SHERIFF,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,32594991
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL TRANSPORTATION AGENCY,Public Works:MTA-MUNICIPAL TRANSPORTATION AGENCY,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,54008161
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,SALARIES,Expense:SALARIES,2880955
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,48000
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN RIGHTS COMMISSION,Human Welfare:HUMAN RIGHTS COMMISSION,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,5727779
2009,General Funds,General,General Funds:General,Administration and Finance,ASSESSOR / RECORDER,Administration and Finance:ASSESSOR / RECORDER,Expense,OPERATING TRANSFERS OUT,Expense:OPERATING TRANSFERS OUT,0
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,RENT ARBITRATION BOARD,Human Welfare:RENT ARBITRATION BOARD,Expense,SALARIES,Expense:SALARIES,2945746
2009,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,OTHER LOCAL TAXES,Revenue:OTHER LOCAL TAXES,726000
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,WATER DEPARTMENT,Public Works:WATER DEPARTMENT,Expense,DEBT SERVICE,Expense:DEBT SERVICE,70210654
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,MTA-MUNICIPAL RAILWAY,Public Works:MTA-MUNICIPAL RAILWAY,Expense,OVERHEAD,Expense:OVERHEAD,45657687
2009,Other Agency Funds,Other Agency,Other Agency Funds:Other Agency,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Revenue,RENTS & CONCESSIONS,Revenue:RENTS & CONCESSIONS,571312
2009,General Funds,General,General Funds:General,Public Protection,JUVENILE PROBATION,Public Protection:JUVENILE PROBATION,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,200000
2009,General Funds,General,General Funds:General,Public Protection,FIRE DEPARTMENT,Public Protection:FIRE DEPARTMENT,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,210000
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,60165048
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Revenue,INTEREST & INVESTMENT INCOME,Revenue:INTEREST & INVESTMENT INCOME,108000
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,OVERHEAD,Expense:OVERHEAD,11063276
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Revenue,INTRAFUND TRANSFERS IN,Revenue:INTRAFUND TRANSFERS IN,1124228
2009,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,14577959
2009,General Funds,General,General Funds:General,Administration and Finance,ETHICS COMMISSION,Administration and Finance:ETHICS COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,471697
2009,General Funds,General,General Funds:General,Public Protection,POLICE,Public Protection:POLICE,Expense,SALARIES,Expense:SALARIES,289860435
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,ARTS COMMISSION,Culture and Recreation:ARTS COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,3862
2009,General Funds,General,General Funds:General,Administration and Finance,CIVIL SERVICE COMMISSION,Administration and Finance:CIVIL SERVICE COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,167279
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILDREN AND FAMILIES COMMISSION,Human Welfare:CHILDREN AND FAMILIES COMMISSION,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,538438
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Expense,FACILITIES MAINTENANCE,Expense:FACILITIES MAINTENANCE,274431
2009,General Funds,General,General Funds:General,Other,SUPERIOR COURT,Other:SUPERIOR COURT,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,1000
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,PUBLIC UTILITIES COMMISSION,Public Works:PUBLIC UTILITIES COMMISSION,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,2353076
2009,General Funds,General,General Funds:General,Human Welfare,HUMAN SERVICES,Human Welfare:HUMAN SERVICES,Revenue,INTERGOVERNMENTAL REVENUES-STATE,Revenue:INTERGOVERNMENTAL REVENUES-STATE,187222817
2009,General Funds,General,General Funds:General,Administration and Finance,BOARD OF SUPERVISORS,Administration and Finance:BOARD OF SUPERVISORS,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1845742
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,FINE ARTS MUSEUM,Culture and Recreation:FINE ARTS MUSEUM,Expense,MATERIALS & SUPPLIES,Expense:MATERIALS & SUPPLIES,5400
2009,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,3236369
2009,Internal Service Funds,Internal Service,Internal Service Funds:Internal Service,Administration and Finance,GENERAL SERVICES AGENCY - TECHNOLOGY,Administration and Finance:GENERAL SERVICES AGENCY - TECHNOLOGY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,8547226
2009,General Funds,General,General Funds:General,Administration and Finance,CITY PLANNING,Administration and Finance:CITY PLANNING,Expense,OVERHEAD,Expense:OVERHEAD,0
2009,General Funds,General,General Funds:General,Culture and Recreation,RECREATION AND PARK COMMISSION,Culture and Recreation:RECREATION AND PARK COMMISSION,Expense,SALARIES,Expense:SALARIES,34211201
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,CHILD SUPPORT SERVICES,Human Welfare:CHILD SUPPORT SERVICES,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,7500
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Culture and Recreation,WAR MEMORIAL,Culture and Recreation:WAR MEMORIAL,Expense,SALARIES,Expense:SALARIES,4966198
2009,General Funds,General,General Funds:General,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,180736
2009,General Funds,General,General Funds:General,Human Welfare,CHILDREN YOUTH & THEIR FAMILIES,Human Welfare:CHILDREN YOUTH & THEIR FAMILIES,Expense,SALARIES,Expense:SALARIES,398248
2009,Enterprise Funds,Enterprise,Enterprise Funds:Enterprise,Public Works,AIRPORT COMMISSION,Public Works:AIRPORT COMMISSION,Revenue,EXPENDITURE RECOVERY,Revenue:EXPENDITURE RECOVERY,20000
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,DISTRICT ATTORNEY,Public Protection:DISTRICT ATTORNEY,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,1236932
2009,General Funds,General,General Funds:General,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,CHARGES FOR SERVICES,Revenue:CHARGES FOR SERVICES,10500
2009,General Funds,General,General Funds:General,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,SALARIES,Expense:SALARIES,3251746
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,DEPARTMENT OF BUILDING INSPECTION,Public Works:DEPARTMENT OF BUILDING INSPECTION,Expense,CAPITAL OUTLAY,Expense:CAPITAL OUTLAY,166005
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Human Welfare,ENVIRONMENT,Human Welfare:ENVIRONMENT,Revenue,INTERGOVERNMENTAL REVENUES-OTHER,Revenue:INTERGOVERNMENTAL REVENUES-OTHER,576439
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,ECONOMIC AND WORKFORCE DEVELOPMENT,Public Works:ECONOMIC AND WORKFORCE DEVELOPMENT,Expense,MANDATORY FRINGE BENEFITS,Expense:MANDATORY FRINGE BENEFITS,839430
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Works,GENERAL SERVICES AGENCY - PUBLIC WORKS,Public Works:GENERAL SERVICES AGENCY - PUBLIC WORKS,Expense,INTRAFUND TRANSFERS OUT,Expense:INTRAFUND TRANSFERS OUT,1124228
2009,General Funds,General,General Funds:General,Administration and Finance,HUMAN RESOURCES,Administration and Finance:HUMAN RESOURCES,Expense,SALARIES,Expense:SALARIES,9312989
2009,General Funds,General,General Funds:General,Human Welfare,COUNTY EDUCATION OFFICE,Human Welfare:COUNTY EDUCATION OFFICE,Expense,SALARIES,Expense:SALARIES,59226
2009,General Funds,General,General Funds:General,Administration and Finance,TREASURER/TAX COLLECTOR,Administration and Finance:TREASURER/TAX COLLECTOR,Expense,OVERHEAD,Expense:OVERHEAD,75097
2009,Special Revenue Funds,Special Revenue,Special Revenue Funds:Special Revenue,Public Protection,ADULT PROBATION,Public Protection:ADULT PROBATION,Revenue,INTERGOVERNMENTAL REVENUES-FEDERAL,Revenue:INTERGOVERNMENTAL REVENUES-FEDERAL,97893
2009,General Funds,General,General Funds:General,Administration and Finance,CIVIL SERVICE COMMISSION,Administration and Finance:CIVIL SERVICE COMMISSION,Expense,SERVICES OF OTHER DEPTS,Expense:SERVICES OF OTHER DEPTS,103061
